Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Post_Semester_GPA,Skill_Retention_Score
106245,Arts,Sophomore,3.597,12.63,Copywriting/Drafting,3.572,88.23
106246,Business,Junior,3.199,5.36,Debugging/Troubleshooting,3.573,56.14
106247,STEM,Sophomore,3.44,2.75,Copywriting/Drafting,3.391,72.33
106248,Arts,Freshman,2.852,17.12,Direct_Answer_Generation,2.43,89.6
106249,Business,Senior,1.778,8.71,Ideation,1.943,78.11
106250,STEM,Senior,2.746,2.45,Debugging/Troubleshooting,2.986,88.25
106251,Humanities,Sophomore,1.691,0.24,Copywriting/Drafting,1.787,69.52
106252,STEM,Sophomore,3.412,1.02,Debugging/Troubleshooting,3.515,90.33
106253,Humanities,Junior,2.743,8.91,Debugging/Troubleshooting,3.165,56.12
106254,STEM,Senior,2.856,7.84,Ideation,3.182,61.8
106255,Humanities,Freshman,3.143,2.06,Debugging/Troubleshooting,3.279,57.21
106256,Business,Senior,2.574,4.34,Ideation,2.835,81.16
106257,Business,Graduate,3.442,4.48,Summarizing_Reading,3.776,84.97
106258,Business,Junior,3.828,22.08,Debugging/Troubleshooting,3.988,66.25
106259,Arts,Freshman,3.655,3.7,Copywriting/Drafting,3.512,93.74
106260,STEM,Sophomore,2.562,0.3,Ideation,2.479,66.45
106261,STEM,Freshman,3.158,5.84,Summarizing_Reading,3.422,75.77
106262,Arts,Sophomore,3.231,5.05,Debugging/Troubleshooting,3.482,100.0
106263,STEM,Senior,2.803,26.03,Debugging/Troubleshooting,3.117,74.75
106264,Medical,Freshman,3.3,5.83,Ideation,3.51,78.0
106265,Arts,Sophomore,3.395,1.03,Direct_Answer_Generation,3.56,71.41
106266,Business,Junior,2.069,25.87,Debugging/Troubleshooting,2.158,64.17
106267,Medical,Graduate,3.532,0.47,Ideation,3.842,79.07
106268,STEM,Sophomore,3.795,17.01,Debugging/Troubleshooting,4.0,100.0
106269,Humanities,Senior,3.217,1.32,Summarizing_Reading,3.258,83.13
106270,Business,Junior,3.341,7.36,Ideation,3.343,83.6
106271,Humanities,Senior,2.187,3.65,Copywriting/Drafting,2.19,74.01
106272,Medical,Graduate,2.998,2.1,Summarizing_Reading,3.147,75.74
106273,STEM,Freshman,2.57,3.04,Copywriting/Drafting,2.577,85.15
106274,Business,Junior,3.064,19.55,Direct_Answer_Generation,2.895,77.46
106275,Business,Senior,3.42,10.09,Copywriting/Drafting,3.196,100.0
106276,Business,Graduate,3.588,4.58,Debugging/Troubleshooting,3.78,100.0
106277,STEM,Freshman,2.725,12.59,Debugging/Troubleshooting,3.025,82.51
106278,Humanities,Sophomore,1.93,8.59,Copywriting/Drafting,2.03,68.74
106279,Arts,Freshman,2.529,3.03,Copywriting/Drafting,2.782,66.3
106280,STEM,Senior,2.918,26.84,Debugging/Troubleshooting,3.216,52.54
106281,Arts,Graduate,3.975,11.27,Summarizing_Reading,4.0,70.77
106282,Business,Junior,2.91,7.53,Direct_Answer_Generation,3.391,62.43
106283,Arts,Freshman,3.691,2.85,Debugging/Troubleshooting,3.605,81.43
106284,Business,Freshman,3.163,3.43,Summarizing_Reading,3.239,67.18
106285,STEM,Junior,2.926,9.9,Copywriting/Drafting,3.507,75.96
106286,Business,Graduate,3.653,8.67,Ideation,3.966,95.68
106287,Arts,Senior,1.994,5.51,Copywriting/Drafting,2.455,76.72
106288,Humanities,Senior,3.648,2.73,Copywriting/Drafting,3.928,59.32
106289,Medical,Sophomore,3.669,27.03,Summarizing_Reading,3.698,54.94
106290,Humanities,Graduate,3.35,5.68,Copywriting/Drafting,3.863,90.78
106291,STEM,Senior,2.702,20.66,Debugging/Troubleshooting,2.909,67.62
106292,Humanities,Sophomore,3.283,0.55,Copywriting/Drafting,3.086,58.44
106293,Medical,Senior,2.124,11.45,Summarizing_Reading,2.587,82.45
106294,Humanities,Junior,3.447,6.33,Direct_Answer_Generation,3.73,73.81
106295,Arts,Senior,3.324,8.8,Summarizing_Reading,3.919,93.54
106296,Medical,Graduate,3.346,2.16,Summarizing_Reading,3.586,80.19
106297,Humanities,Sophomore,3.164,2.72,Debugging/Troubleshooting,3.488,91.43
106298,STEM,Senior,2.652,1.29,Ideation,2.895,74.18
106299,Business,Junior,3.812,10.41,Ideation,4.0,98.09
106300,Humanities,Graduate,3.134,5.58,Copywriting/Drafting,3.294,89.64
106301,Arts,Freshman,3.182,1.04,Copywriting/Drafting,3.132,62.03
106302,Humanities,Senior,3.595,5.24,Summarizing_Reading,3.813,76.38
106303,Humanities,Freshman,2.859,0.03,Debugging/Troubleshooting,3.603,89.68
106304,Arts,Sophomore,3.236,5.85,Ideation,3.4,90.28
106305,Humanities,Sophomore,3.212,34.0,Direct_Answer_Generation,3.007,43.33
106306,Humanities,Junior,3.056,9.06,Copywriting/Drafting,3.489,80.72
106307,Humanities,Graduate,3.641,0.83,Copywriting/Drafting,4.0,73.12
106308,Humanities,Freshman,2.983,14.43,Copywriting/Drafting,3.292,75.18
106309,Business,Freshman,3.5,4.19,Ideation,3.478,82.96
106310,Arts,Freshman,2.79,0.97,Copywriting/Drafting,3.171,100.0
106311,Humanities,Junior,2.916,2.74,Debugging/Troubleshooting,3.254,71.65
106312,Business,Freshman,3.62,10.53,Ideation,3.551,56.34
106313,Business,Graduate,3.422,3.44,Ideation,3.731,71.86
106314,STEM,Junior,3.666,14.9,Ideation,3.694,82.5
106315,STEM,Senior,2.867,11.0,Debugging/Troubleshooting,3.364,100.0
106316,Medical,Senior,3.792,38.0,Ideation,4.0,92.76
106317,Business,Senior,3.462,17.74,Ideation,3.775,76.49
106318,Business,Graduate,2.845,1.44,Direct_Answer_Generation,2.956,78.12
106319,Business,Graduate,2.774,20.82,Ideation,2.931,67.48
106320,STEM,Freshman,2.52,26.53,Debugging/Troubleshooting,2.782,67.28
106321,Business,Graduate,3.567,4.88,Ideation,3.748,75.29
106322,Business,Junior,3.58,12.62,Ideation,3.972,98.97
106323,Business,Sophomore,3.203,11.49,Debugging/Troubleshooting,3.524,66.93
106324,Humanities,Junior,3.333,0.28,Copywriting/Drafting,3.451,52.73
106325,STEM,Sophomore,2.636,0.56,Debugging/Troubleshooting,2.969,72.69
106326,STEM,Junior,3.07,7.46,Summarizing_Reading,3.382,86.89
106327,Medical,Senior,3.612,0.58,Ideation,3.911,50.51
106328,Humanities,Freshman,2.046,3.87,Copywriting/Drafting,2.22,93.45
106329,Humanities,Freshman,3.492,4.61,Direct_Answer_Generation,3.849,96.43
106330,STEM,Graduate,3.348,20.42,Debugging/Troubleshooting,3.701,74.27
106331,STEM,Junior,2.592,12.03,Debugging/Troubleshooting,2.957,83.46
106332,Business,Sophomore,2.714,1.68,Ideation,2.695,60.71
106333,Business,Graduate,3.531,7.83,Copywriting/Drafting,3.944,69.72
106334,Business,Graduate,3.347,25.98,Direct_Answer_Generation,3.232,56.97
106335,STEM,Freshman,3.642,22.65,Direct_Answer_Generation,3.037,54.39
106336,Business,Sophomore,3.199,2.36,Direct_Answer_Generation,3.236,75.45
106337,STEM,Graduate,2.719,10.64,Debugging/Troubleshooting,2.963,68.78
106338,STEM,Freshman,3.745,10.11,Debugging/Troubleshooting,4.0,87.25
106339,Humanities,Junior,2.862,3.1,Direct_Answer_Generation,3.051,82.89
106340,STEM,Sophomore,2.521,23.84,Copywriting/Drafting,2.707,88.03
106341,STEM,Senior,2.298,16.66,Debugging/Troubleshooting,2.267,69.92
106342,Business,Freshman,3.132,28.43,Debugging/Troubleshooting,3.557,48.86
106343,Business,Junior,3.483,6.5,Debugging/Troubleshooting,3.935,95.91
106344,Arts,Freshman,2.399,8.62,Copywriting/Drafting,2.3,98.08
106345,Humanities,Sophomore,3.521,1.97,Direct_Answer_Generation,3.674,49.37
106346,STEM,Freshman,3.621,4.38,Debugging/Troubleshooting,3.652,71.85
106347,STEM,Freshman,3.113,21.89,Summarizing_Reading,3.389,86.87
106348,Medical,Graduate,3.912,8.95,Direct_Answer_Generation,4.0,79.78
106349,Business,Graduate,3.288,15.63,Ideation,3.751,73.18
106350,Business,Senior,3.048,0.85,Ideation,3.411,67.58
106351,STEM,Junior,2.429,2.25,Copywriting/Drafting,2.455,40.81
106352,Business,Sophomore,3.073,4.96,Direct_Answer_Generation,3.181,76.12
106353,STEM,Sophomore,2.311,4.36,Debugging/Troubleshooting,2.939,97.41
106354,Business,Sophomore,3.311,12.49,Ideation,3.649,78.88
106355,Medical,Senior,3.69,1.36,Debugging/Troubleshooting,4.0,84.58
106356,Medical,Sophomore,3.528,0.94,Debugging/Troubleshooting,3.863,77.28
106357,Business,Graduate,2.848,20.53,Ideation,3.036,72.98
106358,Humanities,Senior,3.349,1.6,Summarizing_Reading,3.627,77.51
106359,Medical,Graduate,3.479,13.21,Ideation,3.795,78.11
106360,Business,Junior,3.784,10.09,Ideation,3.933,59.04
106361,STEM,Junior,3.48,29.07,Summarizing_Reading,3.562,72.07
106362,Humanities,Sophomore,3.559,0.08,Copywriting/Drafting,3.987,66.12
106363,STEM,Junior,3.358,15.03,Debugging/Troubleshooting,3.703,78.37
106364,Humanities,Graduate,1.57,5.26,Copywriting/Drafting,1.832,59.52
106365,Humanities,Freshman,2.085,3.77,Copywriting/Drafting,2.176,75.21
106366,Business,Sophomore,3.394,2.3,Ideation,3.418,57.09
106367,Humanities,Sophomore,2.367,8.1,Copywriting/Drafting,2.758,70.09
106368,STEM,Graduate,3.188,7.81,Copywriting/Drafting,3.4,72.24
106369,Business,Freshman,3.41,2.81,Ideation,3.37,80.45
106370,Arts,Senior,3.513,11.37,Copywriting/Drafting,3.865,69.82
106371,Business,Sophomore,3.487,7.92,Ideation,3.337,92.06
106372,Humanities,Graduate,2.805,12.94,Ideation,2.944,72.26
106373,Medical,Junior,1.834,3.02,Copywriting/Drafting,1.983,64.84
106374,Medical,Sophomore,3.04,0.57,Ideation,3.34,95.85
106375,STEM,Senior,3.483,8.43,Copywriting/Drafting,3.384,94.17
106376,STEM,Senior,2.878,4.35,Debugging/Troubleshooting,3.153,65.1
106377,Business,Junior,2.059,3.75,Debugging/Troubleshooting,2.151,79.75
106378,Arts,Senior,3.626,4.62,Copywriting/Drafting,3.713,74.97
106379,Medical,Freshman,3.802,11.81,Debugging/Troubleshooting,3.94,86.31
106380,Medical,Graduate,3.244,3.39,Summarizing_Reading,3.482,83.94
106381,Business,Freshman,3.001,12.83,Ideation,3.048,88.85
106382,Business,Sophomore,2.948,2.69,Summarizing_Reading,3.227,88.13
106383,STEM,Sophomore,3.259,16.74,Debugging/Troubleshooting,3.207,82.59
106384,STEM,Freshman,2.875,9.34,Debugging/Troubleshooting,3.124,56.68
106385,Humanities,Sophomore,3.733,2.78,Ideation,3.684,82.73
106386,Business,Junior,3.61,3.29,Direct_Answer_Generation,4.0,72.29
106387,Business,Junior,3.789,14.89,Ideation,4.0,72.57
106388,Business,Freshman,3.501,8.49,Ideation,3.589,71.98
106389,STEM,Freshman,3.78,8.36,Debugging/Troubleshooting,4.0,77.27
106390,Business,Senior,3.572,0.7,Debugging/Troubleshooting,3.678,67.37
106391,STEM,Senior,3.335,0.17,Debugging/Troubleshooting,3.827,97.19
106392,Humanities,Sophomore,2.115,1.98,Copywriting/Drafting,2.335,65.55
106393,Arts,Junior,3.761,1.4,Debugging/Troubleshooting,4.0,76.07
106394,Business,Freshman,1.857,5.24,Ideation,1.947,66.25
106395,Medical,Senior,3.052,14.33,Summarizing_Reading,3.294,96.24
106396,STEM,Graduate,3.606,10.19,Summarizing_Reading,4.0,76.53
106397,Humanities,Sophomore,3.311,3.79,Copywriting/Drafting,3.332,57.33
106398,Humanities,Senior,3.415,1.7,Direct_Answer_Generation,3.766,63.88
106399,Humanities,Sophomore,3.129,6.72,Ideation,3.242,66.44
106400,Arts,Freshman,2.685,7.73,Debugging/Troubleshooting,3.196,83.25
106401,Business,Junior,3.654,5.74,Summarizing_Reading,3.893,88.01
106402,Medical,Sophomore,3.888,4.87,Direct_Answer_Generation,4.0,75.67
106403,STEM,Senior,2.835,6.8,Debugging/Troubleshooting,2.958,69.4
106404,Medical,Senior,3.259,38.0,Debugging/Troubleshooting,3.637,58.67
106405,STEM,Graduate,1.772,18.27,Summarizing_Reading,2.207,76.01
106406,Medical,Junior,3.835,0.66,Debugging/Troubleshooting,4.0,72.52
106407,Humanities,Junior,3.765,15.71,Copywriting/Drafting,4.0,88.97
106408,Humanities,Sophomore,2.336,17.35,Direct_Answer_Generation,2.419,77.12
106409,Business,Sophomore,2.554,1.71,Direct_Answer_Generation,2.9,59.32
106410,Medical,Junior,2.798,2.88,Ideation,3.187,81.24
106411,STEM,Senior,3.206,5.99,Debugging/Troubleshooting,3.424,60.07
106412,Humanities,Freshman,3.456,1.79,Direct_Answer_Generation,3.117,86.26
106413,Arts,Graduate,3.323,14.04,Copywriting/Drafting,3.663,72.66
106414,Humanities,Senior,3.143,3.68,Copywriting/Drafting,3.302,57.08
106415,STEM,Senior,3.224,0.22,Debugging/Troubleshooting,3.589,64.4
106416,Humanities,Graduate,3.526,0.79,Debugging/Troubleshooting,3.444,60.89
106417,Humanities,Junior,3.129,5.83,Copywriting/Drafting,3.311,84.7
106418,Medical,Freshman,3.264,6.28,Summarizing_Reading,3.253,65.11
106419,Arts,Senior,3.452,5.47,Ideation,3.81,79.81
106420,Business,Graduate,2.099,4.08,Summarizing_Reading,2.281,69.73
106421,Medical,Freshman,2.232,0.71,Debugging/Troubleshooting,2.251,81.17
106422,Humanities,Freshman,3.405,3.85,Summarizing_Reading,3.489,45.06
106423,STEM,Freshman,3.196,12.3,Debugging/Troubleshooting,3.37,100.0
106424,STEM,Sophomore,3.253,17.1,Debugging/Troubleshooting,3.755,94.78
106425,Humanities,Graduate,3.462,6.09,Copywriting/Drafting,3.909,90.22
106426,STEM,Freshman,3.647,2.36,Debugging/Troubleshooting,4.0,67.11
106427,Medical,Senior,2.639,0.48,Summarizing_Reading,2.977,79.53
106428,Arts,Graduate,3.857,11.83,Copywriting/Drafting,4.0,100.0
106429,STEM,Senior,3.65,16.08,Summarizing_Reading,3.882,89.33
106430,Business,Freshman,3.342,1.4,Summarizing_Reading,3.485,67.82
106431,Business,Senior,3.771,23.41,Debugging/Troubleshooting,4.0,87.53
106432,Medical,Graduate,3.387,8.6,Summarizing_Reading,3.705,68.78
106433,Medical,Freshman,3.333,4.24,Summarizing_Reading,3.507,93.95
106434,Business,Freshman,3.321,13.19,Direct_Answer_Generation,3.338,77.19
106435,Arts,Graduate,3.403,7.56,Copywriting/Drafting,3.731,70.42
106436,Business,Senior,3.709,21.91,Ideation,3.781,70.66
106437,Business,Senior,2.761,12.38,Ideation,3.198,81.47
106438,STEM,Graduate,3.355,3.86,Debugging/Troubleshooting,3.566,75.31
106439,STEM,Senior,2.394,2.81,Debugging/Troubleshooting,2.665,67.99
106440,Business,Sophomore,3.704,0.1,Direct_Answer_Generation,3.583,59.54
106441,STEM,Junior,3.725,20.9,Debugging/Troubleshooting,3.712,78.34
106442,STEM,Freshman,3.317,5.57,Debugging/Troubleshooting,3.514,87.01
106443,Business,Sophomore,3.585,15.03,Debugging/Troubleshooting,4.0,93.69
106444,STEM,Junior,3.394,23.46,Direct_Answer_Generation,3.447,81.55
106445,Business,Sophomore,3.193,4.39,Ideation,3.661,86.26
106446,Business,Graduate,3.61,13.05,Summarizing_Reading,3.889,65.66
106447,Medical,Freshman,2.809,8.58,Summarizing_Reading,3.055,78.77
106448,Humanities,Junior,3.678,8.18,Debugging/Troubleshooting,4.0,88.2
106449,STEM,Senior,3.791,8.47,Debugging/Troubleshooting,4.0,64.47
106450,Business,Senior,3.279,8.32,Copywriting/Drafting,3.641,70.54
106451,Arts,Senior,3.641,1.49,Copywriting/Drafting,4.0,94.21
106452,Medical,Sophomore,3.618,8.22,Summarizing_Reading,3.919,99.93
106453,Humanities,Graduate,3.325,4.14,Debugging/Troubleshooting,3.729,100.0
106454,Humanities,Sophomore,3.341,2.91,Copywriting/Drafting,3.422,41.43
106455,Medical,Senior,3.567,4.18,Debugging/Troubleshooting,3.982,78.42
106456,STEM,Graduate,3.294,7.73,Debugging/Troubleshooting,3.654,92.18
106457,Business,Freshman,3.044,23.89,Debugging/Troubleshooting,3.301,67.16
106458,Humanities,Graduate,3.555,5.62,Ideation,3.954,77.03
106459,STEM,Senior,3.049,14.06,Summarizing_Reading,3.557,58.92
106460,Humanities,Junior,3.439,2.24,Summarizing_Reading,3.767,71.03
106461,STEM,Sophomore,2.974,5.05,Debugging/Troubleshooting,2.869,74.45
106462,Business,Graduate,3.193,0.46,Ideation,3.433,65.13
106463,Medical,Freshman,1.944,5.36,Summarizing_Reading,2.117,59.21
106464,STEM,Junior,3.511,14.18,Debugging/Troubleshooting,3.642,94.09
106465,Arts,Senior,3.029,4.4,Copywriting/Drafting,3.269,72.57
106466,STEM,Senior,3.081,8.7,Ideation,3.265,88.11
106467,Business,Freshman,3.215,0.86,Summarizing_Reading,3.475,76.8
106468,STEM,Freshman,2.822,0.34,Debugging/Troubleshooting,2.778,59.06
106469,Medical,Senior,3.615,5.23,Debugging/Troubleshooting,4.0,77.06
106470,Arts,Junior,3.509,0.83,Summarizing_Reading,3.73,91.63
106471,Business,Freshman,3.295,14.43,Ideation,3.576,90.08
106472,Arts,Freshman,3.534,2.35,Ideation,3.958,82.31
106473,Business,Senior,3.071,5.81,Copywriting/Drafting,3.576,58.22
106474,Medical,Junior,2.785,34.41,Copywriting/Drafting,2.983,61.87
106475,Business,Graduate,2.814,4.94,Debugging/Troubleshooting,3.448,70.65
106476,Medical,Freshman,3.929,4.89,Direct_Answer_Generation,4.0,95.7
106477,Business,Graduate,3.563,14.53,Ideation,3.842,75.1
106478,STEM,Graduate,3.086,3.26,Debugging/Troubleshooting,2.978,90.32
106479,Business,Junior,3.012,1.13,Copywriting/Drafting,3.48,78.85
106480,STEM,Freshman,3.001,0.28,Debugging/Troubleshooting,3.311,79.42
106481,Business,Graduate,3.271,13.65,Direct_Answer_Generation,3.587,99.78
106482,Humanities,Freshman,2.727,16.88,Copywriting/Drafting,2.818,65.0
106483,Business,Junior,2.603,5.83,Ideation,2.905,100.0
106484,STEM,Junior,3.555,9.35,Debugging/Troubleshooting,4.0,100.0
106485,STEM,Senior,2.734,3.19,Debugging/Troubleshooting,2.799,64.78
106486,Humanities,Junior,3.344,6.13,Ideation,3.688,96.36
106487,Medical,Junior,3.519,5.21,Summarizing_Reading,3.758,58.51
106488,Humanities,Graduate,3.729,9.68,Debugging/Troubleshooting,3.922,90.59
106489,Humanities,Graduate,3.144,13.03,Copywriting/Drafting,3.66,73.49
106490,Business,Junior,3.365,7.0,Ideation,3.512,83.19
106491,Business,Junior,3.239,22.68,Direct_Answer_Generation,2.948,57.87
106492,STEM,Senior,2.356,27.11,Debugging/Troubleshooting,2.68,100.0
106493,Humanities,Senior,3.255,1.63,Direct_Answer_Generation,3.42,96.47
106494,STEM,Sophomore,2.743,6.25,Debugging/Troubleshooting,3.325,81.67
106495,Medical,Junior,2.546,0.96,Direct_Answer_Generation,2.892,100.0
106496,STEM,Freshman,3.274,7.3,Debugging/Troubleshooting,3.694,75.67
106497,Humanities,Junior,3.686,17.22,Summarizing_Reading,4.0,52.75
106498,STEM,Senior,3.469,3.18,Ideation,3.643,72.63
106499,STEM,Freshman,3.868,5.89,Debugging/Troubleshooting,4.0,65.66
106500,Arts,Sophomore,3.725,22.06,Direct_Answer_Generation,3.756,79.66
106501,STEM,Junior,3.393,30.3,Ideation,3.473,79.05
106502,STEM,Senior,3.141,36.28,Ideation,3.148,77.42
106503,Humanities,Senior,3.082,1.9,Copywriting/Drafting,3.15,100.0
106504,STEM,Sophomore,3.694,31.52,Debugging/Troubleshooting,4.0,69.02
106505,STEM,Sophomore,3.512,2.54,Copywriting/Drafting,3.931,90.58
106506,Arts,Senior,3.693,8.65,Ideation,3.851,59.89
106507,Arts,Junior,3.303,6.45,Copywriting/Drafting,3.398,68.82
106508,Medical,Junior,3.155,27.39,Summarizing_Reading,3.408,81.39
106509,Arts,Senior,2.957,8.74,Ideation,2.971,85.4
106510,Business,Junior,1.942,6.9,Ideation,2.026,67.21
106511,STEM,Junior,2.223,36.39,Debugging/Troubleshooting,2.916,100.0
106512,Arts,Graduate,2.782,2.93,Direct_Answer_Generation,3.028,69.84
106513,Arts,Graduate,3.197,3.42,Copywriting/Drafting,3.591,92.74
106514,Arts,Freshman,3.217,4.77,Copywriting/Drafting,3.158,70.43
106515,Business,Junior,3.653,8.68,Debugging/Troubleshooting,3.689,39.47
106516,STEM,Junior,3.352,3.8,Debugging/Troubleshooting,3.388,85.7
106517,Arts,Sophomore,2.342,3.82,Debugging/Troubleshooting,2.686,66.38
106518,Business,Junior,3.951,1.02,Summarizing_Reading,4.0,56.8
106519,Medical,Junior,3.586,2.3,Summarizing_Reading,3.867,82.42
106520,STEM,Senior,3.369,29.65,Copywriting/Drafting,3.725,94.17
106521,STEM,Freshman,2.187,2.89,Debugging/Troubleshooting,2.33,90.12
106522,STEM,Sophomore,3.156,0.95,Debugging/Troubleshooting,3.738,98.08
106523,Arts,Freshman,2.266,13.7,Direct_Answer_Generation,2.287,47.67
106524,STEM,Senior,2.175,6.24,Direct_Answer_Generation,2.201,88.41
106525,STEM,Graduate,2.311,0.79,Ideation,2.478,83.81
106526,Medical,Junior,3.633,1.78,Debugging/Troubleshooting,3.885,67.61
106527,STEM,Junior,2.53,21.16,Ideation,3.025,71.42
106528,Arts,Freshman,3.571,11.72,Debugging/Troubleshooting,3.995,92.42
106529,Humanities,Junior,2.497,0.84,Debugging/Troubleshooting,2.849,54.1
106530,Arts,Junior,2.601,1.83,Direct_Answer_Generation,2.624,73.69
106531,Business,Freshman,3.409,2.21,Ideation,3.46,95.43
106532,Medical,Senior,2.907,1.52,Summarizing_Reading,2.856,80.22
106533,Medical,Sophomore,3.9,0.14,Summarizing_Reading,4.0,82.29
106534,STEM,Senior,3.142,1.97,Summarizing_Reading,3.383,48.66
106535,STEM,Sophomore,3.36,40.0,Direct_Answer_Generation,2.896,35.85
106536,STEM,Graduate,3.016,14.19,Copywriting/Drafting,3.31,83.88
106537,Business,Freshman,3.15,1.21,Ideation,3.305,80.43
106538,Medical,Freshman,2.937,3.97,Copywriting/Drafting,3.282,80.73
106539,Humanities,Graduate,3.53,6.66,Debugging/Troubleshooting,3.781,84.56
106540,Business,Sophomore,3.06,12.51,Ideation,3.351,61.33
106541,STEM,Junior,2.929,22.25,Direct_Answer_Generation,2.56,58.44
106542,Arts,Sophomore,2.772,12.11,Summarizing_Reading,2.97,72.91
106543,Medical,Junior,2.588,20.66,Summarizing_Reading,2.794,89.17
106544,STEM,Junior,2.809,3.46,Ideation,3.006,82.61
106545,Humanities,Senior,3.411,4.85,Copywriting/Drafting,3.695,83.11
106546,STEM,Freshman,3.502,1.88,Debugging/Troubleshooting,3.722,88.46
106547,Business,Senior,3.36,0.29,Debugging/Troubleshooting,3.845,89.66
106548,Business,Junior,2.873,14.31,Ideation,3.221,73.19
106549,STEM,Junior,2.352,10.52,Ideation,2.503,71.84
106550,Humanities,Sophomore,2.987,8.19,Copywriting/Drafting,3.375,76.66
106551,Humanities,Graduate,3.919,19.1,Copywriting/Drafting,4.0,75.4
106552,Business,Senior,2.909,9.72,Direct_Answer_Generation,3.051,96.85
106553,Business,Sophomore,2.812,1.88,Ideation,2.766,64.11
106554,STEM,Senior,3.492,6.55,Debugging/Troubleshooting,3.907,95.88
106555,Arts,Junior,3.83,12.1,Copywriting/Drafting,3.939,100.0
106556,Business,Graduate,2.84,0.93,Ideation,2.982,69.14
106557,Humanities,Freshman,2.899,8.36,Copywriting/Drafting,3.258,60.63
106558,STEM,Sophomore,3.368,4.56,Copywriting/Drafting,3.757,75.16
106559,Arts,Junior,2.59,31.71,Copywriting/Drafting,3.274,51.74
106560,Medical,Senior,3.276,0.03,Copywriting/Drafting,3.259,76.93
106561,STEM,Freshman,3.164,2.86,Ideation,3.357,54.26
106562,Humanities,Sophomore,3.342,2.47,Copywriting/Drafting,3.358,82.06
106563,STEM,Senior,3.436,5.48,Ideation,3.659,89.69
106564,Business,Freshman,3.136,0.36,Ideation,3.398,62.79
